"s"	"Fx"	"Fy"	"Fz"
8.00900	0.00458	0.00397	-0.00015
8.01000	0.00443	0.00427	-0.00168
8.01100	0.00427	0.00381	-0.00046
8.01200	0.00534	0.00397	-0.00076
8.01300	0.00519	0.00275	-0.00214
8.01400	0.00443	0.00458	0.00046
8.01500	0.00366	0.00412	-0.00015
8.01600	0.00458	0.00443	-0.00076
8.01700	0.00412	0.00366	0.00046
8.01800	0.00458	0.00549	0.00046
8.01900	0.00473	0.00366	-0.00092
8.02000	0.00473	0.00473	-0.00046
8.02100	0.00427	0.00381	0.00198
8.02200	0.00381	0.00610	0.00046
8.02300	0.00366	0.00549	0.00076
8.02400	0.00458	0.00397	-0.00061
8.02500	0.00259	0.00397	0.00000
8.02600	0.00427	0.00397	-0.00061
8.02700	0.00458	0.00290	-0.00076
8.02800	0.00397	0.00519	-0.00015
8.02900	0.00443	0.00427	-0.00092
8.03000	0.00458	0.00458	-0.00031
8.03100	0.00504	0.00458	-0.00046
8.03200	0.00427	0.00427	-0.00076
8.03300	0.00427	0.00397	-0.00259
8.03400	0.00504	0.00595	-0.00153
8.03500	0.00549	0.00336	-0.00092
8.03600	0.00412	0.00473	-0.00076
8.03700	0.00519	0.00412	-0.00183
8.03800	0.00351	0.00336	-0.00031
8.03900	0.00412	0.00366	-0.00015
8.04000	0.00366	0.00290	-0.00061
8.04100	0.00381	0.00504	-0.00046
8.04200	0.00473	0.00412	0.00000
8.04300	0.00351	0.00351	-0.00031
8.04400	0.00412	0.00397	-0.00107
8.04500	0.00397	0.00381	-0.00031
8.04600	0.00458	0.00412	0.00061
8.04700	0.00412	0.00443	-0.00092
8.04800	0.00488	0.00473	-0.00122
8.04900	0.00381	0.00412	-0.00137
8.05000	0.00351	0.00427	-0.00183
8.05100	0.00397	0.00351	-0.00092
8.05200	0.00366	0.00549	-0.00244
8.05300	0.00397	0.00534	-0.00122
8.05400	0.00397	0.00397	-0.00168
8.05500	0.00336	0.00412	0.00000
8.05600	0.00458	0.00366	-0.00168
8.05700	0.00381	0.00534	-0.00183
8.05800	0.00381	0.00504	-0.00015
8.05900	0.00443	0.00366	-0.00092
8.06000	0.00397	0.00504	-0.00046
8.06100	0.00443	0.00412	-0.00046
8.06200	0.00427	0.00412	-0.00092
8.06300	0.00488	0.00458	-0.00092
8.06400	0.00443	0.00488	-0.00168
8.06500	0.00412	0.00458	-0.00137
8.06600	0.00458	0.00519	-0.00031
8.06700	0.00412	0.00397	-0.00320
8.06800	0.00534	0.00427	-0.00076
8.06900	0.00381	0.00473	-0.00214
8.07000	0.00320	0.00504	-0.00107
8.07100	0.00488	0.00458	-0.00153
8.07200	0.00381	0.00397	-0.00275
8.07300	0.00427	0.00366	-0.00092
8.07400	0.00305	0.00473	-0.00122
8.07500	0.00366	0.00519	-0.00153
8.07600	0.00397	0.00549	-0.00031
8.07700	0.00458	0.00412	-0.00153
8.07800	0.00366	0.00488	-0.00153
8.07900	0.00549	0.00458	-0.00046
8.08000	0.00397	0.00565	-0.00046
8.08100	0.00351	0.00504	-0.00137
8.08200	0.00443	0.00443	-0.00107
8.08300	0.00443	0.00305	-0.00137
8.08400	0.00443	0.00458	-0.00153
8.08500	0.00519	0.00488	-0.00061
8.08600	0.00504	0.00443	-0.00305
8.08700	0.00427	0.00595	-0.00137
8.08800	0.00381	0.00549	-0.00122
8.08900	0.00320	0.00427	-0.00137
8.09000	0.00305	0.00641	-0.00046
8.09100	0.00366	0.00458	-0.00122
8.09200	0.00305	0.00443	-0.00061
8.09300	0.00397	0.00504	-0.00092
8.09400	0.00458	0.00458	-0.00183
8.09500	0.00305	0.00412	-0.00076
8.09600	0.00473	0.00351	0.00046
8.09700	0.00443	0.00580	-0.00168
8.09800	0.00473	0.00412	-0.00122
8.09900	0.00366	0.00595	-0.00153
8.10000	0.00381	0.00427	-0.00137
8.10100	0.00412	0.00458	0.00015
8.10200	0.00381	0.00412	-0.00137
8.10300	0.00519	0.00366	0.00015
8.10400	0.00336	0.00610	-0.00107
8.10500	0.00473	0.00381	-0.00122
8.10600	0.00336	0.00381	-0.00107
8.10700	0.00458	0.00366	-0.00183
8.10800	0.00397	0.00397	-0.00137
8.10900	0.00458	0.00351	-0.00122
8.11000	0.00381	0.00565	-0.00046
8.11100	0.00443	0.00458	-0.00092
8.11200	0.00488	0.00534	-0.00153
8.11300	0.00412	0.00351	-0.00168
8.11400	0.00351	0.00458	-0.00168
8.11500	0.00473	0.00549	-0.00183
8.11600	0.00488	0.00412	-0.00107
8.11700	0.00366	0.00458	-0.00153
8.11800	0.00427	0.00519	-0.00092
8.11900	0.00366	0.00534	-0.00153
8.12000	0.00427	0.00412	-0.00076
8.12100	0.00427	0.00351	-0.00107
8.12200	0.00580	0.00397	-0.00122
8.12300	0.00412	0.00397	0.00092
8.12400	0.00381	0.00381	-0.00229
8.12500	0.00336	0.00397	-0.00183
8.12600	0.00427	0.00412	-0.00198
8.12700	0.00427	0.00427	-0.00137
8.12800	0.00412	0.00610	-0.00122
8.12900	0.00336	0.00412	-0.00153
8.13000	0.00351	0.00366	-0.00031
8.13100	0.00397	0.00397	-0.00229
8.13200	0.00473	0.00351	-0.00061
8.13300	0.00549	0.00473	-0.00046
8.13400	0.00504	0.00473	-0.00153
8.13500	0.00595	0.00351	-0.00076
8.13600	0.00443	0.00412	-0.00015
8.13700	0.00504	0.00427	-0.00198
8.13800	0.00549	0.00397	-0.00076
8.13900	0.00641	0.00504	-0.00046
8.14000	0.00443	0.00397	-0.00198
8.14100	0.00427	0.00397	-0.00153
8.14200	0.00275	0.00473	-0.00137
8.14300	0.00351	0.00641	-0.00092
8.14400	0.00549	0.00412	-0.00229
8.14500	0.00488	0.00351	0.00000
8.14600	0.00504	0.00397	-0.00031
8.14700	0.00397	0.00366	-0.00122
8.14800	0.00381	0.00412	-0.00122
8.14900	0.00443	0.00504	-0.00244
8.15000	0.00519	0.00595	-0.00168
8.15100	0.00427	0.00427	-0.00122
8.15200	0.00458	0.00458	-0.00198
8.15300	0.00427	0.00458	-0.00061
8.15400	0.00473	0.00504	-0.00183
8.15500	0.00458	0.00427	-0.00137
8.15600	0.00519	0.00504	0.00031
8.15700	0.00351	0.00427	-0.00092
8.15800	0.00427	0.00320	-0.00015
8.15900	0.00458	0.00549	-0.00153
8.16000	0.00397	0.00259	-0.00015
8.16100	0.00519	0.00549	-0.00137
8.16200	0.00443	0.00427	-0.00168
8.16300	0.00519	0.00458	-0.00015
8.16400	0.00320	0.00458	-0.00214
8.16500	0.00580	0.00488	-0.00214
8.16600	0.00397	0.00534	-0.00183
8.16700	0.00443	0.00458	-0.00046
8.16800	0.00397	0.00412	-0.00015
8.16900	0.00488	0.00458	-0.00153
8.17000	0.00427	0.00473	-0.00046
8.17100	0.00290	0.00443	0.00000
8.17200	0.00336	0.00366	0.00015
8.17300	0.00534	0.00504	-0.00076
8.17400	0.00549	0.00488	-0.00031
8.17500	0.00519	0.00412	0.00031
8.17600	0.00549	0.00580	-0.00107
8.17700	0.00351	0.00427	-0.00107
8.17800	0.00381	0.00565	-0.00092
8.17900	0.00595	0.00397	-0.00076
8.18000	0.00427	0.00458	0.00092
8.18100	0.00412	0.00519	0.00015
8.18200	0.00427	0.00381	-0.00031
8.18300	0.00427	0.00351	0.00076
8.18400	0.00504	0.00366	0.00000
8.18500	0.00549	0.00366	-0.00015
8.18600	0.00458	0.00320	-0.00153
8.18700	0.00443	0.00366	-0.00076
8.18800	0.00412	0.00381	-0.00031
8.18900	0.00488	0.00443	-0.00061
8.19000	0.00458	0.00381	-0.00275
8.19100	0.00458	0.00412	-0.00015
8.19200	0.00351	0.00473	-0.00198
8.19300	0.00412	0.00443	-0.00153
8.19400	0.00519	0.00443	-0.00168
8.19500	0.00412	0.00443	-0.00137
8.19600	0.00504	0.00397	-0.00137
8.19700	0.00473	0.00458	-0.00061
8.19800	0.00488	0.00504	-0.00320
8.19900	0.00443	0.00519	0.00015
8.20000	0.00443	0.00504	-0.00214
8.20100	0.00397	0.00458	-0.00061
8.20200	0.00473	0.00443	-0.00092
8.20300	0.00412	0.00427	-0.00046
8.20400	0.00443	0.00504	-0.00137
8.20500	0.00427	0.00488	-0.00183
8.20600	0.00458	0.00412	0.00015
8.20700	0.00336	0.00488	-0.00061
8.20800	0.00443	0.00397	-0.00183
8.20900	0.00473	0.00443	-0.00015
8.21000	0.00381	0.00397	-0.00061
8.21100	0.00488	0.00412	-0.00107
8.21200	0.00427	0.00473	-0.00153
8.21300	0.00565	0.00519	-0.00076
8.21400	0.00519	0.00397	-0.00137
8.21500	0.00519	0.00595	-0.00092
8.21600	0.00519	0.00549	-0.00168
8.21700	0.00458	0.00397	-0.00015
8.21800	0.00458	0.00473	-0.00153
8.21900	0.00366	0.00443	-0.00046
8.22000	0.00397	0.00549	0.00000
8.22100	0.00504	0.00488	-0.00092
8.22200	0.00458	0.00443	0.00031
8.22300	0.00565	0.00458	-0.00153
8.22400	0.00443	0.00458	-0.00122
8.22500	0.00519	0.00504	-0.00015
8.22600	0.00305	0.00473	-0.00122
8.22700	0.00397	0.00488	-0.00259
8.22800	0.00351	0.00488	-0.00015
8.22900	0.00397	0.00519	-0.00122
8.23000	0.00427	0.00443	-0.00137
8.23100	0.00397	0.00565	-0.00092
8.23200	0.00412	0.00458	-0.00061
8.23300	0.00351	0.00458	-0.00076
8.23400	0.00320	0.00427	-0.00092
8.23500	0.00488	0.00412	-0.00153
8.23600	0.00488	0.00351	-0.00168
8.23700	0.00519	0.00305	-0.00046
8.23800	0.00366	0.00488	-0.00092
8.23900	0.00443	0.00366	-0.00198
8.24000	0.00443	0.00443	-0.00229
8.24100	0.00427	0.00580	-0.00168
8.24200	0.00458	0.00381	-0.00137
8.24300	0.00366	0.00412	-0.00092
8.24400	0.00458	0.00336	-0.00107
8.24500	0.00397	0.00305	-0.00031
8.24600	0.00427	0.00458	-0.00137
8.24700	0.00473	0.00397	-0.00092
8.24800	0.00320	0.00519	-0.00076
8.24900	0.00427	0.00488	-0.00122
8.25000	0.00549	0.00488	0.00107
8.25100	0.00412	0.00351	-0.00076
8.25200	0.00519	0.00443	-0.00076
8.25300	0.00458	0.00519	-0.00061
8.25400	0.00488	0.00427	-0.00076
8.25500	0.00381	0.00397	-0.00183
8.25600	0.00504	0.00549	-0.00061
8.25700	0.00381	0.00488	-0.00122
8.25800	0.00443	0.00366	-0.00046
8.25900	0.00427	0.00427	-0.00244
8.26000	0.00397	0.00519	-0.00198
8.26100	0.00504	0.00443	-0.00259
8.26200	0.00427	0.00458	-0.00015
8.26300	0.00366	0.00351	0.00015
8.26400	0.00381	0.00565	-0.00183
8.26500	0.00458	0.00504	-0.00015
8.26600	0.00504	0.00458	-0.00244
8.26700	0.00443	0.00351	0.00000
8.26800	0.00458	0.00443	-0.00092
8.26900	0.00473	0.00397	-0.00122
8.27000	0.00549	0.00244	-0.00107
8.27100	0.00488	0.00717	-0.00122
8.27200	0.00565	0.00504	-0.00153
8.27300	0.00626	0.00580	-0.00214
8.27400	0.00336	0.00458	-0.00076
8.27500	0.00305	0.00443	-0.00061
8.27600	0.00381	0.00534	-0.00122
8.27700	0.00443	0.00427	-0.00137
8.27800	0.00336	0.00580	-0.00198
8.27900	0.00473	0.00565	-0.00168
8.28000	0.00473	0.00458	-0.00015
8.28100	0.00488	0.00519	-0.00137
8.28200	0.00458	0.00488	-0.00137
8.28300	0.00458	0.00549	-0.00153
8.28400	0.00458	0.00519	-0.00107
8.28500	0.00381	0.00412	-0.00137
8.28600	0.00427	0.00519	-0.00031
8.28700	0.00412	0.00443	-0.00076
8.28800	0.00427	0.00534	-0.00092
8.28900	0.00549	0.00595	-0.00076
8.29000	0.00458	0.00397	-0.00168
8.29100	0.00427	0.00427	-0.00076
8.29200	0.00443	0.00580	0.00076
8.29300	0.00427	0.00610	-0.00153
8.29400	0.00412	0.00534	-0.00076
8.29500	0.00412	0.00397	-0.00061
8.29600	0.00458	0.00458	-0.00168
8.29700	0.00381	0.00412	-0.00153
8.29800	0.00427	0.00381	-0.00122
8.29900	0.00381	0.00397	-0.00076
8.30000	0.00397	0.00397	-0.00153
8.30100	0.00473	0.00595	-0.00153
8.30200	0.00397	0.00336	-0.00214
8.30300	0.00443	0.00427	-0.00107
8.30400	0.00381	0.00641	0.00000
8.30500	0.00275	0.00504	-0.00092
8.30600	0.00366	0.00427	-0.00153
8.30700	0.00473	0.00504	-0.00153
8.30800	0.00412	0.00580	-0.00214
8.30900	0.00458	0.00519	-0.00153
8.31000	0.00412	0.00412	-0.00122
8.31100	0.00519	0.00443	-0.00061
8.31200	0.00549	0.00443	-0.00122
8.31300	0.00534	0.00412	-0.00092
8.31400	0.00580	0.00412	-0.00107
8.31500	0.00458	0.00458	-0.00122
8.31600	0.00397	0.00549	-0.00183
8.31700	0.00229	0.00397	-0.00153
8.31800	0.00275	0.00473	-0.00183
8.31900	0.00504	0.00381	-0.00122
8.32000	0.00427	0.00458	-0.00015
8.32100	0.00336	0.00412	-0.00076
8.32200	0.00565	0.00534	-0.00168
8.32300	0.00259	0.00458	-0.00092
8.32400	0.00381	0.00427	0.00031
8.32500	0.00519	0.00305	-0.00015
8.32600	0.00458	0.00381	-0.00153
8.32700	0.00549	0.00427	-0.00198
8.32800	0.00305	0.00443	-0.00290
8.32900	0.00488	0.00565	-0.00076
8.33000	0.00473	0.00534	-0.00275
8.33100	0.00565	0.00458	-0.00046
8.33200	0.00427	0.00412	-0.00107
8.33300	0.00366	0.00458	-0.00183
8.33400	0.00412	0.00504	-0.00092
8.33500	0.00458	0.00473	-0.00015
8.33600	0.00443	0.00320	-0.00107
8.33700	0.00443	0.00565	-0.00046
8.33800	0.00519	0.00534	-0.00137
8.33900	0.00458	0.00336	-0.00244
8.34000	0.00565	0.00534	-0.00046
8.34100	0.00427	0.00565	-0.00107
8.34200	0.00397	0.00412	-0.00122
8.34300	0.00458	0.00366	0.00015
8.34400	0.00412	0.00427	-0.00076
8.34500	0.00458	0.00458	0.00015
8.34600	0.00443	0.00366	0.00076
8.34700	0.00458	0.00229	-0.00198
8.34800	0.00534	0.00488	-0.00214
8.34900	0.00443	0.00381	0.00061
8.35000	0.00473	0.00427	-0.00015
8.35100	0.00443	0.00443	-0.00076
8.35200	0.00473	0.00504	-0.00183
8.35300	0.00366	0.00534	-0.00183
8.35400	0.00397	0.00397	-0.00137
8.35500	0.00488	0.00412	-0.00092
8.35600	0.00549	0.00351	-0.00153
8.35700	0.00534	0.00412	-0.00229
8.35800	0.00458	0.00305	-0.00046
8.35900	0.00519	0.00549	-0.00259
8.36000	0.00427	0.00519	-0.00214
8.36100	0.00504	0.00427	-0.00107
8.36200	0.00336	0.00458	-0.00153
8.36300	0.00412	0.00488	-0.00183
8.36400	0.00351	0.00427	-0.00031
8.36500	0.00336	0.00412	-0.00107
8.36600	0.00381	0.00519	-0.00153
8.36700	0.00381	0.00519	-0.00198
8.36800	0.00397	0.00397	-0.00061
8.36900	0.00427	0.00443	-0.00076
8.37000	0.00473	0.00595	-0.00168
8.37100	0.00427	0.00534	-0.00015
8.37200	0.00519	0.00397	-0.00290
8.37300	0.00366	0.00381	-0.00061
8.37400	0.00427	0.00580	-0.00198
8.37500	0.00488	0.00412	-0.00061
8.37600	0.00412	0.00519	0.00000
8.37700	0.00381	0.00473	-0.00122
8.37800	0.00504	0.00427	-0.00153
8.37900	0.00290	0.00458	-0.00122
8.38000	0.00381	0.00534	-0.00107
8.38100	0.00473	0.00610	-0.00031
8.38200	0.00504	0.00473	-0.00168
8.38300	0.00488	0.00443	-0.00031
8.38400	0.00458	0.00519	-0.00092
8.38500	0.00412	0.00351	-0.00153
8.38600	0.00443	0.00427	-0.00076
8.38700	0.00488	0.00595	-0.00183
8.38800	0.00397	0.00443	-0.00092
8.38900	0.00534	0.00443	-0.00092
8.39000	0.00504	0.00473	-0.00244
8.39100	0.00427	0.00397	-0.00137
8.39200	0.00534	0.00427	-0.00061
8.39300	0.00443	0.00381	-0.00198
8.39400	0.00412	0.00427	-0.00153
8.39500	0.00458	0.00549	0.00031
8.39600	0.00473	0.00580	-0.00046
8.39700	0.00443	0.00504	-0.00122
8.39800	0.00427	0.00458	-0.00229
8.39900	0.00473	0.00473	-0.00015
8.40000	0.00397	0.00412	-0.00092
8.40100	0.00443	0.00519	-0.00214
8.40200	0.00458	0.00473	-0.00137
8.40300	0.00458	0.00336	0.00015
8.40400	0.00473	0.00488	-0.00122
8.40500	0.00427	0.00320	-0.00061
8.40600	0.00488	0.00504	0.00031
8.40700	0.00610	0.00534	-0.00107
8.40800	0.00351	0.00458	-0.00031
8.40900	0.00275	0.00275	0.00061
8.41000	0.00397	0.00549	0.00015
8.41100	0.00488	0.00397	-0.00031
8.41200	0.00412	0.00519	-0.00061
8.41300	0.00473	0.00534	-0.00229
8.41400	0.00397	0.00519	-0.00015
8.41500	0.00473	0.00473	-0.00076
8.41600	0.00427	0.00504	-0.00015
8.41700	0.00366	0.00427	0.00061
8.41800	0.00412	0.00381	-0.00031
8.41900	0.00427	0.00397	-0.00015
8.42000	0.00473	0.00458	0.00000
8.42100	0.00397	0.00565	-0.00137
8.42200	0.00504	0.00427	-0.00076
8.42300	0.00412	0.00320	-0.00046
8.42400	0.00412	0.00381	-0.00061
8.42500	0.00443	0.00397	-0.00015
8.42600	0.00427	0.00290	-0.00031
8.42700	0.00458	0.00305	-0.00137
8.42800	0.00412	0.00458	-0.00046
8.42900	0.00397	0.00443	-0.00153
8.43000	0.00397	0.00443	-0.00015
8.43100	0.00427	0.00305	-0.00046
8.43200	0.00458	0.00336	0.00046
8.43300	0.00458	0.00412	-0.00137
8.43400	0.00443	0.00336	0.00000
8.43500	0.00381	0.00427	-0.00168
8.43600	0.00381	0.00595	-0.00198
8.43700	0.00549	0.00473	-0.00076
8.43800	0.00473	0.00473	-0.00076
8.43900	0.00320	0.00519	-0.00015
8.44000	0.00397	0.00443	0.00076
8.44100	0.00610	0.00412	0.00015
8.44200	0.00549	0.00458	-0.00015
8.44300	0.00473	0.00397	-0.00076
8.44400	0.00351	0.00366	0.00031
8.44500	0.00412	0.00427	0.00061
8.44600	0.00519	0.00397	0.00137
8.44700	0.00504	0.00458	-0.00031
8.44800	0.00443	0.00427	-0.00061
8.44900	0.00534	0.00366	0.00031
8.45000	0.00443	0.00504	0.00000
8.45100	0.00397	0.00427	-0.00137
8.45200	0.00381	0.00473	-0.00107
8.45300	0.00443	0.00427	-0.00153
8.45400	0.00443	0.00473	-0.00061
8.45500	0.00427	0.00580	-0.00183
8.45600	0.00488	0.00412	-0.00015
8.45700	0.00458	0.00381	-0.00137
8.45800	0.00443	0.00381	-0.00031
8.45900	0.00320	0.00473	-0.00198
8.46000	0.00504	0.00443	-0.00031
8.46100	0.00580	0.00412	-0.00076
8.46200	0.00412	0.00458	-0.00168
8.46300	0.00427	0.00534	-0.00168
8.46400	0.00534	0.00366	-0.00061
8.46500	0.00381	0.00458	-0.00015
8.46600	0.00412	0.00443	-0.00061
8.46700	0.00504	0.00427	-0.00092
8.46800	0.00412	0.00443	-0.00076
8.46900	0.00519	0.00443	-0.00092
8.47000	0.00412	0.00351	-0.00107
8.47100	0.00381	0.00443	-0.00076
8.47200	0.00488	0.00504	-0.00122
8.47300	0.00473	0.00427	-0.00198
8.47400	0.00565	0.00488	-0.00107
8.47500	0.00351	0.00397	-0.00122
8.47600	0.00351	0.00366	-0.00015
8.47700	0.00397	0.00519	-0.00137
8.47800	0.00336	0.00488	-0.00046
8.47900	0.00443	0.00519	-0.00183
8.48000	0.00397	0.00580	-0.00137
8.48100	0.00488	0.00549	-0.00031
8.48200	0.00519	0.00381	-0.00229
8.48300	0.00336	0.00488	-0.00015
8.48400	0.00397	0.00458	-0.00168
8.48500	0.00336	0.00366	-0.00076
8.48600	0.00427	0.00443	-0.00107
8.48700	0.00427	0.00366	-0.00122
8.48800	0.00397	0.00397	-0.00092
8.48900	0.00519	0.00305	0.00015
8.49000	0.00427	0.00473	-0.00015
8.49100	0.00397	0.00397	-0.00092
8.49200	0.00534	0.00397	-0.00031
8.49300	0.00336	0.00519	-0.00244
8.49400	0.00473	0.00549	0.00046
8.49500	0.00381	0.00412	-0.00031
8.49600	0.00519	0.00519	-0.00183
8.49700	0.00519	0.00244	-0.00031
8.49800	0.00519	0.00443	-0.00229
8.49900	0.00397	0.00671	0.00092
8.50000	0.00519	0.00381	-0.00076
8.50100	0.00473	0.00427	-0.00046
8.50200	0.00397	0.00443	-0.00046
8.50300	0.00519	0.00504	-0.00031
8.50400	0.00504	0.00427	0.00061
8.50500	0.00534	0.00412	-0.00122
8.50600	0.00565	0.00488	-0.00031
8.50700	0.00366	0.00488	0.00000
8.50800	0.00366	0.00443	0.00015
8.50900	0.00366	0.00504	0.00015
8.51000	0.00412	0.00488	-0.00031
8.51100	0.00305	0.00443	-0.00137
8.51200	0.00549	0.00519	-0.00015
8.51300	0.00351	0.00397	0.00092
8.51400	0.00397	0.00610	-0.00076
8.51500	0.00290	0.00427	-0.00153
8.51600	0.00443	0.00443	0.00015
8.51700	0.00458	0.00519	-0.00015
8.51800	0.00351	0.00458	-0.00046
8.51900	0.00549	0.00595	-0.00015
8.52000	0.00488	0.00458	0.00031
8.52100	0.00504	0.00565	-0.00137
8.52200	0.00381	0.00458	-0.00061
8.52300	0.00504	0.00458	-0.00275
8.52400	0.00549	0.00443	-0.00168
8.52500	0.00427	0.00549	-0.00137
8.52600	0.00427	0.00366	-0.00092
8.52700	0.00275	0.00565	0.00122
8.52800	0.00320	0.00549	0.00015
8.52900	0.00504	0.00412	-0.00015
8.53000	0.00381	0.00488	-0.00092
8.53100	0.00397	0.00412	-0.00031
8.53200	0.00504	0.00488	-0.00031
8.53300	0.00427	0.00519	-0.00092
8.53400	0.00488	0.00427	-0.00107
8.53500	0.00458	0.00458	-0.00046
8.53600	0.00473	0.00458	-0.00076
8.53700	0.00458	0.00565	0.00015
8.53800	0.00412	0.00381	0.00061
8.53900	0.00366	0.00427	0.00046
8.54000	0.00458	0.00427	-0.00092
8.54100	0.00443	0.00534	-0.00015
8.54200	0.00595	0.00458	-0.00015
8.54300	0.00549	0.00412	-0.00183
8.54400	0.00443	0.00534	-0.00137
8.54500	0.00412	0.00488	0.00137
8.54600	0.00519	0.00488	-0.00076
8.54700	0.00458	0.00336	-0.00031
8.54800	0.00443	0.00580	-0.00015
8.54900	0.00549	0.00305	-0.00031
8.55000	0.00458	0.00351	-0.00168
8.55100	0.00504	0.00473	-0.00076
8.55200	0.00427	0.00381	-0.00153
8.55300	0.00381	0.00443	-0.00031
8.55400	0.00381	0.00458	-0.00107
8.55500	0.00473	0.00412	-0.00061
8.55600	0.00580	0.00458	-0.00046
8.55700	0.00336	0.00519	-0.00076
8.55800	0.00443	0.00381	0.00000
8.55900	0.00504	0.00504	-0.00168
8.56000	0.00443	0.00488	-0.00092
8.56100	0.00519	0.00412	-0.00168
8.56200	0.00519	0.00519	-0.00275
8.56300	0.00443	0.00565	-0.00137
8.56400	0.00458	0.00473	-0.00198
8.56500	0.00412	0.00443	-0.00107
8.56600	0.00504	0.00366	-0.00092
8.56700	0.00275	0.00397	-0.00107
8.56800	0.00443	0.00473	-0.00061
8.56900	0.00519	0.00488	-0.00153
8.57000	0.00229	0.00504	-0.00107
8.57100	0.00458	0.00427	-0.00198
8.57200	0.00458	0.00580	0.00000
8.57300	0.00366	0.00397	-0.00046
8.57400	0.00504	0.00427	-0.00107
8.57500	0.00504	0.00458	-0.00168
8.57600	0.00458	0.00443	-0.00275
8.57700	0.00458	0.00412	-0.00076
8.57800	0.00336	0.00473	-0.00092
8.57900	0.00443	0.00458	-0.00153
8.58000	0.00366	0.00427	-0.00168
8.58100	0.00488	0.00504	-0.00061
8.58200	0.00443	0.00519	-0.00015
8.58300	0.00427	0.00473	-0.00061
8.58400	0.00366	0.00610	-0.00031
8.58500	0.00275	0.00305	-0.00137
8.58600	0.00381	0.00427	-0.00092
8.58700	0.00412	0.00519	-0.00031
8.58800	0.00366	0.00519	-0.00107
8.58900	0.00504	0.00534	-0.00046
8.59000	0.00381	0.00458	-0.00137
8.59100	0.00336	0.00427	-0.00122
8.59200	0.00397	0.00443	-0.00107
8.59300	0.00412	0.00504	-0.00076
8.59400	0.00397	0.00427	-0.00107
8.59500	0.00458	0.00381	-0.00153
8.59600	0.00549	0.00473	-0.00122
8.59700	0.00381	0.00366	-0.00046
8.59800	0.00275	0.00427	-0.00275
8.59900	0.00504	0.00397	-0.00046
8.60000	0.00381	0.00519	-0.00076
8.60100	0.00397	0.00519	-0.00092
8.60200	0.00397	0.00366	-0.00183
8.60300	0.00366	0.00549	-0.00092
8.60400	0.00366	0.00397	-0.00153
8.60500	0.00336	0.00443	-0.00153
8.60600	0.00565	0.00473	-0.00092
8.60700	0.00488	0.00412	-0.00046
8.60800	0.00397	0.00351	-0.00168
8.60900	0.00549	0.00381	-0.00290
8.61000	0.00351	0.00443	-0.00076
8.61100	0.00427	0.00504	-0.00061
8.61200	0.00427	0.00427	-0.00168
8.61300	0.00397	0.00366	-0.00153
8.61400	0.00397	0.00473	-0.00015
8.61500	0.00473	0.00458	-0.00168
8.61600	0.00504	0.00427	-0.00214
8.61700	0.00443	0.00549	-0.00015
8.61800	0.00504	0.00412	-0.00046
8.61900	0.00504	0.00381	0.00015
8.62000	0.00412	0.00443	-0.00076
8.62100	0.00412	0.00580	-0.00153
8.62200	0.00504	0.00458	-0.00214
8.62300	0.00443	0.00427	-0.00244
8.62400	0.00381	0.00656	-0.00168
8.62500	0.00397	0.00519	-0.00137
8.62600	0.00397	0.00427	-0.00153
8.62700	0.00381	0.00443	-0.00122
8.62800	0.00473	0.00549	-0.00092
8.62900	0.00366	0.00458	-0.00092
8.63000	0.00488	0.00595	-0.00046
8.63100	0.00381	0.00458	-0.00183
8.63200	0.00458	0.00412	-0.00198
8.63300	0.00351	0.00458	-0.00107
8.63400	0.00458	0.00473	-0.00153
8.63500	0.00320	0.00534	-0.00015
8.63600	0.00565	0.00458	-0.00198
8.63700	0.00504	0.00381	-0.00244
8.63800	0.00366	0.00580	-0.00107
8.63900	0.00381	0.00549	-0.00061
8.64000	0.00488	0.00534	-0.00259
8.64100	0.00473	0.00549	-0.00153
8.64200	0.00427	0.00626	-0.00092
8.64300	0.00397	0.00412	-0.00122
8.64400	0.00397	0.00366	-0.00107
8.64500	0.00397	0.00580	0.00031
8.64600	0.00443	0.00351	-0.00153
8.64700	0.00320	0.00412	-0.00076
8.64800	0.00381	0.00488	-0.00015
8.64900	0.00412	0.00412	0.00046
8.65000	0.00458	0.00275	-0.00137
8.65100	0.00473	0.00519	-0.00168
8.65200	0.00565	0.00473	-0.00198
8.65300	0.00412	0.00397	-0.00244
8.65400	0.00488	0.00458	-0.00092
8.65500	0.00488	0.00504	-0.00046
8.65600	0.00504	0.00351	-0.00107
8.65700	0.00488	0.00519	-0.00031
8.65800	0.00473	0.00427	-0.00061
8.65900	0.00336	0.00473	-0.00015
8.66000	0.00427	0.00488	-0.00015
8.66100	0.00351	0.00473	-0.00137
8.66200	0.00381	0.00366	-0.00046
8.66300	0.00366	0.00534	-0.00137
8.66400	0.00565	0.00427	-0.00168
8.66500	0.00412	0.00626	-0.00214
8.66600	0.00412	0.00351	-0.00031
8.66700	0.00427	0.00412	-0.00259
8.66800	0.00427	0.00443	-0.00092
8.66900	0.00504	0.00443	-0.00076
8.67000	0.00443	0.00580	-0.00168
8.67100	0.00305	0.00488	-0.00259
8.67200	0.00381	0.00427	-0.00198
8.67300	0.00427	0.00366	-0.00122
8.67400	0.00397	0.00580	-0.00076
8.67500	0.00458	0.00412	-0.00092
8.67600	0.00305	0.00473	-0.00168
8.67700	0.00214	0.00534	-0.00015
